Time,ID,Name,Event Category,Event Action
202109120014,B1000,A1000,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120030,B1001,A1001,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120030,B1001,A1001,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109120053,B1002,A1002,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120053,B1002,A1002,View Resource,Week10 詳解 - PIPLS - /332892/week10
202109120054,B1002,A1002,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120054,B1002,A1002,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109120054,B1002,A1002,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109120055,B1003,A1003,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120057,B1003,A1003,View Resource,Week10 詳解 - PIPLS - /332892/week10
202109120105,B1004,A1004,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120105,B1004,A1004,View Question List,Recent questions in Week 12 (考前練習，不計分) - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109120114,B1002,A1002,Post Answer,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109120114,B1002,A1002,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109120121,B1002,A1002,Edit Answer,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109120121,B1002,A1002,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109120122,B1002,A1002,Edit Answer,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109120122,B1002,A1002,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120122,B1002,A1002,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109120122,B1002,A1002,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109120122,B1002,A1002,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109120127,B1002,A1002,Post Answer,Week 12 Homework 2 - PIPLS - //333427/week-12-homework-2
202109120127,B1002,A1002,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109120127,B1002,A1002,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109120127,B1002,A1002,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109120131,B1002,A1002,Post Answer,Week 12 Homework 3 - PIPLS - //333428/week-12-homework-3
202109120131,B1002,A1002,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109120132,B1002,A1002,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109120132,B1002,A1002,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109120132,B1002,A1002,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109120134,B1003,A1003,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120145,B1003,A1003,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109120155,B1003,A1003,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120156,B1003,A1003,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109120255,B1005,A1005,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120833,B1006,A1006,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120833,B1006,A1006,View Question List,Recent questions in Week 1 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-1
202109120834,B1006,A1006,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120834,B1006,A1006,View Question,Week1 Homework 5 - PIPLS - /325910/week1-homework-5
202109120834,B1006,A1006,View Question List,Recent questions in Week 12 (考前練習，不計分) - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109120834,B1006,A1006,View Question List,Recent questions in Week 1 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-1
202109120834,B1006,A1006,View Resource,第二單元投影片 - PIPLS - /326900
202109120834,B1006,A1006,View Resource,第一單元投影片 - PIPLS - /325895
202109120835,B1006,A1006,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120838,B1006,A1006,View Question List,Recent questions in Week 7 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-7
202109120838,B1006,A1006,View Resource,第八單元投影片 - PIPLS - /331420
202109120839,B1007,A1007,View,第三單元 03 數學模組 - PIPLS - /326274/03
202109120915,B1006,A1006,View Question List,Recent questions in Week 7 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-7
202109120917,B1006,A1006,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109120917,B1006,A1006,View Question,Week1 Homework 5 - PIPLS - /325910/week1-homework-5
202109120917,B1006,A1006,View Question List,Recent questions in Week 1 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-1
202109120921,B1006,A1006,View Question,Week 1 Homework 1 - PIPLS - /325899/week-1-homework-1
202109120921,B1006,A1006,View Question List,Recent questions in Week 1 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-1
202109120922,B1006,A1006,View Question,Week 1 Homework 2 - PIPLS - /325902/week-1-homework-2
202109120922,B1006,A1006,View Question,Week 1 Homework 3 - PIPLS - /325904/week-1-homework-3
202109120922,B1006,A1006,View Question,Week 1 Homework 4 - PIPLS - /325906/week-1-homework-4
202109120922,B1006,A1006,View Question List,Recent questions in Week 1 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-1
202109120922,B1006,A1006,View Resource,第二單元 05 資料輸入 - PIPLS - /325908/05
202109121131,B1008,A1008,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121136,B1008,A1008,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121136,B1008,A1008,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109121137,B1008,A1008,Post Answer,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121137,B1008,A1008,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121138,B1008,A1008,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121138,B1008,A1008,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121138,B1008,A1008,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109121138,B1008,A1008,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121139,B1008,A1008,Post Answer,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121139,B1008,A1008,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121139,B1008,A1008,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121139,B1008,A1008,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109121140,B1008,A1008,Post Answer,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121140,B1008,A1008,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121140,B1008,A1008,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121141,B1008,A1008,Post Answer,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121141,B1008,A1008,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121142,B1009,A1009,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121142,B1008,A1008,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109121142,B1009,A1009,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121143,B1009,A1009,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121143,B1009,A1009,View Resource,考試注意事項 - PIPLS - /333435
202109121150,B1010,A1010,Post Answer,Week 11 Homework 7 - PIPLS - /332906/week-11-homework-7
202109121150,B1010,A1010,View Error,QUESTION_OVERDUE - /332906/week-11-homework-7
202109121150,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121154,B1009,A1009,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121155,B1009,A1009,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121155,B1009,A1009,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121155,B1009,A1009,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121156,B1009,A1009,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121156,B1009,A1009,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121157,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121200,B1009,A1009,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121200,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121201,B1009,A1009,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109121202,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121202,B1009,A1009,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109121203,B1009,A1009,Edit Answer,Week 12 Homework 7 - PIPLS - ///333433/week-12-homework-7
202109121203,B1010,A1010,View,第十一單元 06 CSV檔案的存取 - PIPLS - /332283/06-csv
202109121203,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121203,B1009,A1009,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109121203,B1010,A1010,View Question List,Week 10 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-10
202109121204,B1009,A1009,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121204,B1009,A1009,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109121205,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121212,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121217,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121218,B1009,A1009,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121218,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121219,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121220,B1011,A1011,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121220,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121220,B1011,A1011,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109121220,B1010,A1010,View Question List,Week 10 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-10
202109121220,B1010,A1010,View Resource,第十一單元 07 程式自動化執行 - PIPLS - /332284/07
202109121221,B1010,A1010,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121221,B1011,A1011,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109121221,B1010,A1010,View Question List,Week 11 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-11
202109121222,B1011,A1011,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121222,B1011,A1011,View Resource,Week11 詳解 - PIPLS - /333425/week11
202109121227,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121228,B1003,A1003,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121229,B1003,A1003,View Resource,考試注意事項 - PIPLS - /333435
202109121229,B1003,A1003,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121231,B1008,A1008,Post Answer,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109121231,B1008,A1008,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109121231,B1008,A1008,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109121231,B1009,A1009,View Resource,第三單元投影片 - PIPLS - /326271
202109121231,B1003,A1003,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121232,B1009,A1009,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121232,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121233,B1003,A1003,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121234,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121234,B1010,A1010,View Question List,Week 10 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-10
202109121235,B1010,A1010,View PDF,第十一單元投影片 - PIPLS - /332286
202109121238,B1011,A1011,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121238,B1011,A1011,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109121238,B1011,A1011,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121239,B1011,A1011,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121239,B1011,A1011,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121239,B1011,A1011,View Tag Page,Recent questions tagged 作業 - PIPLS - /tag/作業
202109121243,B1011,A1011,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121243,B1011,A1011,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109121245,B1011,A1011,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109121251,B1008,A1008,View Resource,第十二單元 投影片 - PIPLS - /332908
202109121251,B1008,A1008,View Resource,第十一單元投影片 - PIPLS - /332286
202109121251,B1008,A1008,View Resource,第九單元投影片 - PIPLS - /331376
202109121251,B1008,A1008,View Resource,第十單元投影片 - PIPLS - /331786
202109121251,B1008,A1008,View Resource,第八單元投影片 - PIPLS - /331420
202109121252,B1008,A1008,View PDF,第十二單元 投影片 - PIPLS - /332908
202109121253,B1008,A1008,View PDF,第十單元投影片 - PIPLS - /331786
202109121254,B1011,A1011,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121254,B1011,A1011,View Resource,第十單元投影片 - PIPLS - /331786
202109121255,B1008,A1008,View PDF,第十單元投影片 - PIPLS - /331786
202109121256,B1008,A1008,View PDF,第十單元投影片 - PIPLS - /331786
202109121257,B1008,A1008,View PDF,第十單元投影片 - PIPLS - /331786
202109121300,B1008,A1008,View PDF,第十單元投影片 - PIPLS - /331786
202109121301,B1008,A1008,View PDF,第十單元投影片 - PIPLS - /331786
202109121306,B1008,A1008,View PDF,第十單元投影片 - PIPLS - /331786
202109121321,B1000,A1000,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121323,B1000,A1000,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121324,B1000,A1000,Post Answer,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121324,B1000,A1000,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121324,B1000,A1000,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121326,B1000,A1000,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121338,B1012,A1012,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121338,B1012,A1012,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121339,B1012,A1012,Post Answer,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121339,B1012,A1012,Post Answer,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121339,B1012,A1012,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121339,B1012,A1012,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121339,B1012,A1012,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121340,B1012,A1012,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121340,B1013,A1013,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121340,B1012,A1012,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121340,B1013,A1013,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121340,B1012,A1012,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121340,B1012,A1012,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121340,B1013,A1013,View Question List,Recent questions in Week 12 (考前練習，不計分) - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109121340,B1013,A1013,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121341,B1013,A1013,View Question List,Recent questions in Week 12 (考前練習，不計分) - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109121341,B1013,A1013,View Resource,考試注意事項 - PIPLS - /333435
202109121342,B1013,A1013,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121342,B1013,A1013,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109121342,B1013,A1013,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109121342,B1013,A1013,View Question List,Recent questions in Week 12 (考前練習，不計分) - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109121345,B1014,A1014,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121345,B1014,A1014,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121345,B1014,A1014,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109121347,B1014,A1014,Post Answer,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121347,B1014,A1014,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121347,B1014,A1014,View Page,課程大綱 - PIPLS - /categories
202109121347,B1014,A1014,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121347,B1014,A1014,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121349,B1014,A1014,Post Answer,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121349,B1014,A1014,View Page,課程大綱 - PIPLS - /categories
202109121349,B1014,A1014,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121350,B1014,A1014,Post Answer,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121350,B1012,A1012,Post Answer,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121350,B1014,A1014,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121350,B1011,A1011,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121350,B1012,A1012,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121350,B1011,A1011,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109121350,B1012,A1012,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121350,B1014,A1014,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121350,B1011,A1011,View Resource,考試注意事項 - PIPLS - /333435
202109121350,B1014,A1014,View Select Course,選課 - PIPLS - /selectcourse
202109121351,B1014,A1014,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121351,B1011,A1011,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121351,B1014,A1014,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121351,B1011,A1011,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121353,B1014,A1014,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121353,B1014,A1014,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121355,B1014,A1014,Post Answer,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121355,B1014,A1014,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121355,B1014,A1014,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109121355,B1014,A1014,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121358,B1012,A1012,Post Answer,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121358,B1012,A1012,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121358,B1012,A1012,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121359,B1012,A1012,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109121359,B1012,A1012,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109121359,B1012,A1012,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109121359,B1012,A1012,View Question,Week 12 Homework 7 - PIPLS - /333433/week-12-homework-7
202109121359,B1012,A1012,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121400,B1012,A1012,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121404,B1015,A1015,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121404,B1015,A1015,View Question,Week 12 Homework 1 - PIPLS - /333426/week-12-homework-1
202109121404,B1015,A1015,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121405,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121405,B1016,A1016,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121406,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121407,B1016,A1016,View Resource,考試注意事項 - PIPLS - /333435
202109121408,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121408,B1016,A1016,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121409,B1016,A1016,Post Answer,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121409,B1016,A1016,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121411,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121411,B1016,A1016,View Question,Week 12 Homework 2 - PIPLS - /333427/week-12-homework-2
202109121411,B1016,A1016,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121412,B1016,A1016,Post Answer,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121412,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121412,B1016,A1016,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121413,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121413,B1016,A1016,View Question,Week 12 Homework 3 - PIPLS - /333428/week-12-homework-3
202109121413,B1016,A1016,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121414,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121414,B1016,A1016,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121415,B1016,A1016,Post Answer,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121415,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121415,B1017,A1017,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121415,B1016,A1016,View Question,Week 12 Homework 4 - PIPLS - /333429/week-12-homework-4
202109121416,B1016,A1016,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121416,B1016,A1016,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109121418,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121418,B1018,A1018,View Resource,Week11 詳解 - PIPLS - /333425/week11
202109121419,B1008,A1008,View PDF,第十單元投影片 - PIPLS - /331786
202109121420,B1008,A1008,View PDF,第十單元投影片 - PIPLS - /331786
202109121420,B1008,A1008,View Resource,第十單元投影片 - PIPLS - /331786
202109121429,B1019,A1019,View Home,2020-2 Python-AA - PIPLS - /home_pipls
202109121440,B1020,A1020,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121440,B1020,A1020,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109121440,B1020,A1020,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121441,B1020,A1020,View Error,QUESTION_OVERDUE - /332906/week-11-homework-7
202109121441,B1020,A1020,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121441,B1020,A1020,View Question,Week 12 Homework 8 - PIPLS - /333434/week-12-homework-8
202109121448,B1021,A1021,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121448,B1021,A1021,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109121449,B1021,A1021,View Resource,考試注意事項 - PIPLS - /333435
202109121451,B1008,A1008,View PDF,第十單元投影片 - PIPLS - /331786
202109121452,B1018,A1018,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121452,B1018,A1018,View Resource,Week 12 參考解答 - PIPLS - /333545/week-12
202109121452,B1008,A1008,View Resource,考試注意事項 - PIPLS - /333435
202109121506,B1008,A1008,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121506,B1008,A1008,View PDF,第十二單元 投影片 - PIPLS - /332908
202109121506,B1008,A1008,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109121507,B1008,A1008,View Question,Week 12 Homework 5 - PIPLS - /333431/week-12-homework-5
202109121507,B1008,A1008,View Question,Week 12 Homework 6 - PIPLS - /333432/week-12-homework-6
202109121507,B1008,A1008,View Question List,Week 12 (考前練習，不計分) 中最新問題 - PIPLS - /questions/2021-summer-初-級-程-式-設-計-python/week-12-考-前-練-習-，-不-計-分
202109121515,B1022,A1022,View Home,2020-2 C Programming - PIPLS - /home_pipls
202109121515,B1022,A1022,View Page,My account - PIPLS - /account
202109121515,B1022,A1022,View Page,My favorites - PIPLS - /favorites
202109121515,B1022,A1022,View Resource,Ch14 - Structure - PIPLS - /321110/ch14-structure
202109121515,B1022,A1022,View Resource,Slides Pdf - PIPLS - /322944/slides-pdf
202109121515,B1022,A1022,View Select Course,Select your course - PIPLS - /selectcourse
202109121515,B1022,A1022,View User Info,User 410911307黃定綸 - PIPLS - /user/410911307黃定綸
202109121516,B1022,A1022,View Home,2020-1 初級程式設計-PythonAD - PIPLS - /home_pipls
202109121516,B1022,A1022,View Resource,第十二單元 00 單元大綱 - PIPLS - /272389/00
202109121522,B1003,A1003,View Home,2021-Summer 初級程式設計-Python - PIPLS - /home_pipls
202109121522,B1008,A1008,View PDF,第十二單元 投影片 - PIPLS - /332908
